,timestamp,tweet_text,Location
6880,2020-05-30 23:00:38+00:00,ive been dealing with depression and anxiety bouts since last night and this shit sucks,"Riverdale, GA"
6881,2020-05-30 23:00:30+00:00,talk to a therapist online through skype for the treatment of and using mindfulness therapy. go to:,"Boulder CO, USA"
6882,2020-05-30 23:00:12+00:00,"not having anxiety, depression or back pain","New York, USA"
6883,2020-05-30 23:00:08+00:00,warning signs of depression you shouldnt ignore feelings of guilt and hopelessness no energy thinking people would be happier without you feeling numb feeling like you are not good enough suicidal thought,"California, USA"
6884,2020-05-30 22:58:37+00:00,"everything im seeing gives me so much hope. it proves to me the system does not represent the people. the people give me hope, the system gives me depression. lets show them we need a revolution and its today. okay ill stop tweeting now","Moorhead, MN"
6885,2020-05-30 22:57:32+00:00,depression -e has formed in the eastern pacific. it is expected to make landfall in mexico. winds are at mph with a pressure of1006mb. be prepared and,South Carolina
6886,2020-05-30 22:57:29+00:00,tyron woodley opens up about struggles after losing ufc title: 'i went into a state of depression',California U.S.A.
6887,2020-05-30 22:57:22+00:00,my depression is the worst it has been in months. cool cool coo,"Seattle, WA"
6888,2020-05-30 22:56:51+00:00,"bro u have to realize maybe she literally doesnt have words right now. were not only going through a public crisis, we also are living through a pandemic and shes holding a child, all while still working. she suffers from depression",Texas
6889,2020-05-30 22:56:21+00:00,feel that in my bones. i hate play hahahahaha but. it because of my depression,"Hanover, PA"
6890,2020-05-30 22:55:01+00:00,"exercise is a great way to manage your , studies show can contribute to your","California, USA"
6892,2020-05-30 22:53:50+00:00,i sprinkle cause i got depression in sentences like parsle,"Houston, TX"
6893,2020-05-30 22:53:44+00:00,low will form near over the next day or two. low will strengthen to a depression early next week and may reach a cyclonic storm before impacting areas from &amp; to later next week. looks to have a lower chance of impacts.,"Bellefonte, PA"
6894,2020-05-30 22:52:55+00:00,over k americans dead from coronavirus and cities burning. unemployment is higher than it was during the depression. who thought this was a good time to spend money with elon to send people to space,"Austell, GA"
6895,2020-05-30 22:52:34+00:00,they need to release him into general pop and let them help him with his depression,"Phoenix, AZ"
6896,2020-05-30 22:52:28+00:00,"im angry (gestures at everything), depressed (for many specific and non specific reasons) but im still trying to be a force of good. im exhausted.","San Jose, CA"
6897,2020-05-30 22:52:23+00:00,"i just need something for intermittent depression. i was diagnosed with cyclothymia, but i never have manic peaks","Alaska, USA"
6898,2020-05-30 22:52:12+00:00,"rick, the only thing in common with covid, + deaths, unemployment the likes nobody has seen since the depression, a tanked economy, and now riots across our nation is the grifter in chief moron. doesnt he get it yet???!!","California, USA"
6899,2020-05-30 22:48:24+00:00,"were doing great. k dead, kids in cages, an economic depression with &gt;30% unemployment, rampant racism, a pandemic and now rioting and looting and a leader who does nothing but incite and lie. yeah fatty, fatty fuckface were doing just great","Collingswood, NJ"
6900,2020-05-30 22:48:11+00:00,my dad's earliest memory was reaching up to hold his mom's hand while standing there on the dirt road looking back at the house after they were roughly evicted from it by a pathological sheriff during the great depression. tossed out in the cold. this one is infinitely worse,"Washington, USA"
6901,2020-05-30 22:48:05+00:00,"race riots, plus dead in a pandemic you messed up and the most people out of work since the great depression. not looking good, dopey","Rensselaer, New York"
6902,2020-05-30 22:48:00+00:00,"never felt depression so much, like i have now. so much, that i lost the love of my life. this shit is whack",FL
6903,2020-05-30 22:47:53+00:00,"tropics tracker | not expected to cause any issues, but a disturbance in the central atlantic could become a brief tropical depression or storm over the next couple days!",Texas
6904,2020-05-30 22:47:40+00:00,i'm going to be giving a talk very soon on depression economics at a virtual townhall. you can stream it live here:,"La Verne, CA"
6905,2020-05-30 22:47:36+00:00,"well, im still sticking by her, and i dont appreciate my friends depression being put on display like this. im sorry for this, because i do have a lot of respect for you, , but what friend needs is something which make her feel worse",Louisiana
6906,2020-05-30 22:46:46+00:00,ive been silent long enough. ive been trying to be quiet and keep my depression and anxiety under control from what ive been seeing on the news about george floyd. it hasnt worked. its been the worst its been a long time,"Sugar Land, TX"
6907,2020-05-30 22:45:49+00:00,economic historian and assistant professor of economics james siodla compares the current pandemic economic crash with the great depression. he tells us there are similaritiesand big differences.,"Waterville, ME"
6908,2020-05-30 22:45:25+00:00,(2/2) farouk's struggles with past/present as a father and dreamer to the convo between him and the sheikh on trust in their children to the final scene with boomer really brought home all the emotions for me. topics on depression under this light should be talked about more,"Los Angeles, CA"
6909,2020-05-30 22:45:20+00:00,"as much as ems crews like to joke and talk shit about frequent flyer calls, when its a pt who just recently became a frequent flyer and theyre -20 years old with depression, its really sad","New Hudson, MI"
6910,2020-05-30 22:45:04+00:00,are your elders alive to ask them how they made it through the great depression?,CT
6911,2020-05-30 22:44:41+00:00,"so i didnget help. didnthink ineed therapy. i kept going, ignoring several symptoms and signs of a much larger problem outside of my depression. ""i didnhave it as bad as them. i no right to think i need these things. besides, idoing well in my career and work.",North Carolina
6912,2020-05-30 22:44:35+00:00,just woke up gotta love depressio,"Arizona, USA"
6913,2020-05-30 22:44:19+00:00,"""mentalandneurological disordersinclude diseasessuch as depression &amp; dementia."" anything affecting brain function and chemistry is neurological. and, yes, we can hate the things we donunderstand, too. but, like you said, no one is born racist. ittaught, not chemical",Iowa
6914,2020-05-30 22:44:18+00:00,fight depression.... don't get sad ..... pray &amp; work,NOT HARBOURING PAIN FORGIVENES
6915,2020-05-30 22:44:13+00:00,he already has.....he has marched the usa right back into another depression,"Indianapolis, IN"
6916,2020-05-30 22:43:49+00:00,"this is over the lockdowns. people just wont admit it. highest unemployment since the great depression, forced captivity, forced lockdowns, no gyms, no bars....they were bottled up for months. they are restless and unemployed. this is the result of the lockdowns","New York, NY"
6917,2020-05-30 22:42:40+00:00,i have predicted pandemic years ago causing greater depression than s nobody but laurie garrett told everyone get ready!,"San Pablo, CA"
6918,2020-05-30 22:42:34+00:00,depression is real them break downs hit different when youre by yourself,"Pueblo, West Colorado"
6919,2020-05-30 22:42:23+00:00,the great depression is comin,"Moore, Oklahoma "
6920,2020-05-30 22:42:18+00:00,its difficult to make smart decisions in utter chaos. we are living in era that will be worse than the great depression. as you stated many of those businesses were already struggling prior to the looting and may have never recovered regardless of looting,"San Antonio, TX"
6921,2020-05-30 22:42:12+00:00,oh no other president had race riots plague and it's not a depression ye,"Massachusetts, USA"
6922,2020-05-30 22:41:58+00:00,"these are unprecedented times. we are in an economic depression, a pandemic &amp; our foreign relations are in shambles. is ready on day . she spent eight years in the obama administration with . she has been vetted for years &amp; years.","Libertyville, IL"
6923,2020-05-30 22:40:26+00:00,i am just someone who normally only does eye primer shadow and mascara and just watching you and how beautiful you look has really inspired me to try n do something with myself. i struggle with major health issues and depression,"Colorado Springs, CO"
6924,2020-05-30 22:40:10+00:00,"how the does he assess what the word well means? our countrys major cities are on fire, over k people have died of covid,the unemployment is as bad as the great depression, possible race riots and hes saying we are doing well? trump has brought us to this, i have no words",Oregon/Arizona
6925,2020-05-30 22:39:24+00:00,"lotta stuff about depression, anxiety, and the like. everyone, dude, fucking everyone right now. you are certainly not alone. this to shall pass brochachos. the sun will shine, the moon, the stars, just breathe and do your best. but be here for when ""it"" happens, and smile","Maine, USA"
6926,2020-05-30 22:39:05+00:00,"the current situation in our nation is a prime example of why we need to elect joe biden. the pandemic has been catastrophic. unemployment is at depression level. unrest is being fueled from the white house, in riots across the country.",USA
6927,2020-05-30 22:38:47+00:00,it was you that put me up on j. cole. his music even got me out a depression. thank,"Miami, FL"
6928,2020-05-30 22:38:16+00:00,i really just like super appreciate all the people in my life that have given me a fun routine and purpose during this tough time. i have always felt antsy being alone and inside because of issues with anxiety and depression in my dorms during college,"Winter Park, FL"
6929,2020-05-30 22:37:06+00:00,same here. for me its the depressio,"England, UTC+1"
6930,2020-05-30 22:36:34+00:00,the republican party was the left for the latter half of the th century; take a look at the policies teddy roosevelt campaigned on. but the whole country shifted left around the great depression and with a d in the wh pushing the new deal it attracted progressives &amp; libs to,"Tittybong, Victoria, AUS"
6931,2020-05-30 22:36:08+00:00,how does that relate to white gays and too many life or death causes and pride month? i might decide to spend pride month thinking only about myself. i might feel suicidal depression nipping at my heals and spend a month out pacing it. /1,Utah
6932,2020-05-30 22:36:01+00:00,i know my depression is peaking when i willingly let myself eat food in bed,"Boston, MA"
6934,2020-05-30 22:34:02+00:00,yr ago today was the best day of my life other than my wedding or the births of my kids. i was in remission after months of hell but i fought it with family and friends by my side. i'm still fighting depression but im not backing down,Upstate SC
6935,2020-05-30 22:33:40+00:00,trump has done exactly what everyone thought he would. k + dead riots depressio,DTLA
6936,2020-05-30 22:33:35+00:00,"i don't know about the status of his license, but i do know that he makes faith/family based films that adress socially relevant issues like addiction, child sex trafficking, predjudice, depression, etc. issues that we as a society need to talk about","Tampa,  FL"
6937,2020-05-30 22:33:26+00:00,cuz i got depression,"Detroit, MI"
6938,2020-05-30 22:33:19+00:00,"they are. theyre the only hope i have for a baby. i have in that building. paid over $20k, painful af surgeries, miscarriages and extreme depression. kindly f off, sir","Minneapolis, MN"
6939,2020-05-30 22:32:19+00:00,"being me has not been easy these last couple of months, i've been dealing w depression, ptsd and anxiety linked to something that happened to me; i have been all over europe, trying to heal, focus on myself and find out what i wanted from life and i came back to m",OM/THFC/ATL/NYI/DS
6940,2020-05-30 22:32:18+00:00,"when you battle depression shit it really be tough to get up and out dead ass, im working through it","Middletown, RI"
6941,2020-05-30 22:30:24+00:00,"i suffer from anxiety, depression, adhd sometimes suicidal thoughts","Atlanta, GA"
6942,2020-05-30 22:29:11+00:00,my mental health is not good. it got better for a few days now it's bad again.,"Pennsylvania, USA"
6943,2020-05-30 22:28:59+00:00,the county is in flames. in three months. the greatest economic depression in a century. more than million unemployed. million infected. would you the take responsibility ?,"Berkeley, California"
6944,2020-05-30 22:28:51+00:00,"remember, fdr wasnt elected until after the great depression began. there is hope","Richardson, TX"
6945,2020-05-30 22:28:45+00:00,tell me about it. i had to ask my damn tenure committee for permission to take a medical leave for postpartum depression. cant imagine how much more frightened id have been if my condition were chronic...,"Philadelphia, PA"
6946,2020-05-30 22:28:23+00:00,what i'm hearing is great depression : electric boogaloo.,"Yellowstone Supervolcano, WY"
6947,2020-05-30 22:27:00+00:00,at least with the meds its easier to handle .. this shit blows . like i hate this shit . can depression ever be % cured like or is this just something im stuck with ... i hate this . i hate it . i fucking hate i,"Oakland, CA"
6948,2020-05-30 22:26:48+00:00,people been telling me since i was that my depression will get better. and still sad as fuc,Minnesota 
6949,2020-05-30 22:26:02+00:00,"""by identifying our depressive symptoms before we get sick, we can manage bipolar disorder far more successfully."" unexpected signs of bipolar depression: [] via","Alexandria, VA"
6950,2020-05-30 22:23:17+00:00,trying to keep my mind busy. depression is a bitch. so working on shirts for my new website. what do yall think?,Texas 
6951,2020-05-30 22:23:14+00:00,"the &gt;100,000 americans dead from the pandemic, million people unemployed, our economy is in a depression, americans are rioting in the streets after we all watched a senseless murder of another blackman by the police.","California, USA"
6952,2020-05-30 22:22:55+00:00,"you shouldnt give up because you dont know the future. (unless youre psychic. and if youre psychic, i have a lot of questions. ) but i digress. i know it feels like things wont change, but thats what depression tells you when it lies","Pittsburgh, PA"
6953,2020-05-30 22:22:51+00:00,"no. my daughter, e.g., is vastly more bipolar when her seizures aren't under control. my depression is much worse, and anxiety is one of the symptoms of my partial seizures. this doesn't even touch the high incidence of comorbid mood disorders","Youngstown, OH"
6954,2020-05-30 22:22:14+00:00,thanks to my article ironically title with depression will be late. stick together! everyone suffers in their own way and no on has to be alone!,"Costa Mesa, CA"
6955,2020-05-30 22:21:46+00:00,depression quotes | keep inspiring me,"Phoenix, Arizona, 85012"
6956,2020-05-30 22:21:11+00:00,"this whole extension on the stay at home order being extended until rescinded really sucks. those of us stuck at home, with anxiety and depression are not enjoying this at all","Bethel, ME"
6957,2020-05-30 22:20:59+00:00,rewatching tvd cause that show means so much to me. i watched it when i was so deep into my anxiety/depression and it was always there to help me escape. i will always love i,"Pittsburgh, PA"
6958,2020-05-30 22:20:36+00:00,smoking weed controls my anxiety and depression. i wish i could tell my family their happu sun is a happy stoner...!!,"Boston, MA"
6960,2020-05-30 22:19:43+00:00,"catholic church in satanically driven to be sure! as wee as the philosophy of muslims! btw did you know the catholics promote muslim religion/philosophy? not surprising, eh? ty for following me i will try to start posting again. i go in fits and spurts due to depression",Hawaii
6961,2020-05-30 22:19:14+00:00,"videos: there are many people going through tough times. it isnt anything to be ashamed of. seeking support doesnt make you weak, it makes you smart.",Arizona
6962,2020-05-30 22:18:47+00:00,"respected sir, my in-laws are stuck just like many of parents stuck here in usa. its hard to stay here for them they are in anxiety and depression.please allow commercial flight for a small period of time atleast so stuck people reach their destination","Coppell, TX"
6963,2020-05-30 22:18:28+00:00,"i said one of. times are different, weve gone forward, weve gone backwards. as many, if not more unemployed people since the great depression, a poorly handled pandemic that killed people. and we arent even halfway through the year yet","Iowa, USA"
6964,2020-05-30 22:18:22+00:00,"separate from the current events of the world, my depression has returned and i forgot to call my shrink about it before the weekend so time is nebulous at best. real tired of this shit, honestly. it's been years, can we move on, brain",TX
6965,2020-05-30 22:18:02+00:00,"hey rei my depression was bringing me down, so i decided to make something sad on gimp, santos is off to war, this was year after henry and pinkie graduated from canterlot high",New Jersey
6966,2020-05-30 22:17:29+00:00,i am merely a vessel through which the depression flows,"Hell, Alaska"
6967,2020-05-30 22:17:12+00:00,"is it a hot take to say i hate those commercials where the girl is like ""mommy has depression and daddy says she canalways play with me","New York, NY"
6968,2020-05-30 22:17:09+00:00,parent's guide to teen : recognizing the signs and and helping your child,GET MOTIVATED / STAY MOTIVATED
6969,2020-05-30 22:16:33+00:00,"so the tropical depression is a product of the spin, not the spin itsel","Germantown, MD (DC metro area)"
6970,2020-05-30 22:16:32+00:00,this meditation helped me today. though i faithfully took my meds and threatened me with a full-blown anxiety attack. now i am calmer and slightly more hopeful. maybe it will help you too.,Wyoming MI
6971,2020-05-30 22:16:26+00:00,"as u work your way thru your or , u will eventually come to a level of acceptance of what is scientifically accurate. (tho it is is being suppressed by fossil fuel industry, mass media,&amp; the politicians owned by the fossil fuel industry.)","San Francisco, CA"
6973,2020-05-30 22:15:57+00:00,chakra clearing!! although we are not hosting classes at the moment registration is open!!,"Fayetteville, NC"
6974,2020-05-30 22:15:55+00:00,"actually, when they refer to the spin its just a broad rotating area of air. within this (called the central american gyre) you can get multiple tropical systems in both the atlantic and pacific, including the current tropical depressio","Germantown, MD (DC metro area)"
6975,2020-05-30 22:15:33+00:00,since the depression era? we are in a depression right now!!!,"Dallas, TX"
6976,2020-05-30 22:15:20+00:00,"i h8 to whatabout but, imagine hillary choosing a guy to solve middle east peace and to lead the us effort to develop a vaccine for a virus which caused a global pandemic and an economic depression. based on his merit of being chelseas husband she appoints marc mezvinsky bot","Virginia, USA"
6977,2020-05-30 22:14:34+00:00,i didnt choose to be mentally ill. i take lexapro for my depression. you choose to be racist. that behavior is learned and passed down and you can choose to break the cycle or join in their ignorance.,North Carolina
6978,2020-05-30 22:14:13+00:00,"during covid-19 or any time take control of your health. anxiety, depression, stress visit the psychiatrist is your health. we r (c)(3) donate now",EIN: 27-0575748   -USA
6979,2020-05-30 22:14:09+00:00,"im with you sister. everyone i know is suffering from depression, anxiety and fear. the news is awful, too many violent shows on the telly and the physical separation from our loved ones is painful. i am a hugger and i miss that more than anything","Los Angeles, CA"
6981,2020-05-30 22:13:44+00:00,being a simpsons podcaster or even fan nowadays sounds like utter depression and i'm surprised they haven't drank themselves to the hospital ye,Some place in Michigan 
6982,2020-05-30 22:13:42+00:00,"while this tragedy has been turbo-charged by indignities and terrors of the pandemicsickness, death, unemployment, financial hardship, isolation &amp; depressionwe still have much to lose if protests devolve into destruction. our lives, our loved ones, our strength and our dignity","Brooklyn, NY"
6984,2020-05-30 22:13:08+00:00,"rob just looked me in the eye, told me to take care of myself and single handedly cured my depression",Eastern TZ USA
6985,2020-05-30 22:12:57+00:00,"i want to pull the trigger on depression and say fu*k you every damn time, cux in the end i always wi","California, USA"
6987,2020-05-30 22:12:49+00:00,"my husband has worked at several michelin star restaurants in manhattan. he thinks i'm wrong. i'm from corp retail, so i'm right. during a depression, food-booze-drug worlds are necessities. retail is % off. i know this bc my twins are in sweats every day for last week","New Jersey, USA"
6988,2020-05-30 22:12:41+00:00,"don't listen to that voice of hatred, suicide, guilt, rejection, depression in your head, it's all lies. you are loved, you are precious, you are valuable, you count, you have been forgiven over years ago on the cross of calvar",REVELATION 4
6989,2020-05-30 22:12:29+00:00,they are going through depression,"Phoenix, AZ"
6993,2020-05-30 22:11:40+00:00,i feel you! artpop is awesome too. the fame monster just got me through high school depression so it will always have a special place in my heart.. chromatica is the best work shes put out in a long time.. i cried through the whole album,CHROMATICA
6994,2020-05-30 22:11:23+00:00,being depressed in a mexican household is the hardest thing ever. it just be adding to my depression. its not like i choose to feel this way. i just pray i soon find peace &amp; happiness. &amp; not just for me but for everyone.,"Los Angeles, CA"
6996,2020-05-30 22:11:00+00:00,"no response is a response, and it's a powerful one when it comes from charities funded to help &amp; those elected to represent everyone! learn more:","Colorado, USA"
6998,2020-05-30 22:10:20+00:00,and when you said manic depression's a frustrated mes,"Boston, MA"
6999,2020-05-30 22:10:13+00:00,"for me, it's has become akin to having a good friend who has taken prozac for too long, and instead of elevating their mood, it begins to suck them into a black hole of depression &amp; delusion",Southern California
7000,2020-05-30 22:10:02+00:00,"""when i look back on when i was dealing with depression and anxiety, it feels like i was putting together a puzzle. slowly at first, because until recently, i didnunderstand exactly what i was working on.""",California
7001,2020-05-30 22:10:01+00:00,see a psychotherapist online via skype - learn how to overcome &amp; without meds.go to:,"Boulder CO, USA"
7002,2020-05-30 22:09:52+00:00,used to wake up so mad for no reason 'member them days that depression was beating me i use to wish i wasn't breathin,"Chicago, IL"
7003,2020-05-30 22:09:40+00:00,"so true! they made it through world wars, a pandemic and a depression but this latest one might have been too much..","Pittsburgh, PA"
7004,2020-05-30 22:09:05+00:00,feeling look for real cures in nature not in which counts amongst medications which makes absolutely no sense whatsoever . . wake,NYC
7006,2020-05-30 22:08:10+00:00,"voil, c'en est fini de ce classement personnel, je rappelle que ce n'est que mon avis. encore dsol pour qui va faire une dpression nerveuse cause de moi qui ait mis reason en me place. ce thread est officiellement clos",CODE GEASS
7007,2020-05-30 22:07:43+00:00,"why dont you grow up and look down! black people are being killed by white supremacy and policemen! is responsible for . million unemployed, million infected, worst economic depression in a century. and you are looking at the stars ? wake u","Berkeley, California"
7008,2020-05-30 22:07:20+00:00,"interestingly, in this study conservatives tended to overestimate the heritability of psychological traits (intelligence, personality, etc.), and underestimate the heritability of psychiatric disorders (schizophrenia, depression, etc.), while the reverse was found with liberals.","Holly Springs, NC"
7009,2020-05-30 22:07:12+00:00,*cough* *cough* so independent contractors of all races can work during this pandemic and economic depression your one-man rule created! or save the state more money for its school by cutting the $20m to enforce,California
7010,2020-05-30 22:07:02+00:00,im not opposed to it if theres brain dysfunction. on low dose prozac myself. its for brain dysfunction though not depression. i cant handle normal dose. mg.,ME/CFS is SEIDakaCFS not M.E.
7011,2020-05-30 22:06:58+00:00,"more than million people have filed for unemployment, u.s. unemployment rate the worst since the depression era, people been home for months waiting for a stimulus check of course they going to loot. america so damn clueless to the plight of the poor.","Arizona, USA"
7012,2020-05-30 22:06:24+00:00,"i'm glad i didn't write much in my journal back then, even though i felt guilty for not. i think writing out my unacknowledged depression and anxiety would have just been more damaging because i'd either have to lie about it in the journal and know i was lying or blame mysel","Kansas City, KS"
7013,2020-05-30 22:06:23+00:00,every time i pick up my phone im reminded of the chaos in the world. its like im holding depression in the palm of my hand.. ignorance is such bliss.,"Miami, FL"
7014,2020-05-30 22:06:02+00:00,aerosmith - nobody's fault (audio) via i was supposed to be in vegas seeing them with my kids tonight. instead i think ill eat an entire pizza and take a depression nap. fuck this year,Georgia
7016,2020-05-30 22:05:40+00:00,"*100,000+dead - no end in sight &amp; unemployed, the second great depression, protesting &amp; rioting in usa streets = all on trump! we the people, are done with trump!",USA
7017,2020-05-30 22:05:20+00:00,"depression is an easy habit to fall into, which can then become a default state. give yourself some credit in realizing that you are depressed and take some time to decompress and do something you enjoy. it can even be a nap","Dallas, TX"
7018,2020-05-30 22:05:13+00:00,gdbdgsgncwncdbfsbfj xhv got woken up from a depression nap &amp; felt acceptably human for all of seconds to get told one of my parents' cockatiels die,"Lone Tree, CO"
7019,2020-05-30 22:04:44+00:00,"day of challenge. i'm learning to think like my audience does. the common struggles teens experience are isolation, depression, anger, and peer pressure. their common pleasures are strong relationships with friends, and a sense of direction","Fort Worth, TX"
7020,2020-05-30 22:04:41+00:00,"make some of our most nostalgic recipes using simple ingredients to cook your way through this pandemic. in our days of isolation, age-old recipes such as depression cake and no-yeast peanut butter bread are making comebacks due to","Mechanicsville, VA"
7021,2020-05-30 22:04:31+00:00,a lot of young people are fighting depression check on em,"Haughville, USA"
7022,2020-05-30 22:04:22+00:00,i found the cure to depression!,"Las Vegas, NV"
7023,2020-05-30 22:03:27+00:00,"i love love love that everyone is so passionate about whats going on right now, but seeing nothing but it on my timeline is making my depression worse and i could really use something postive right no",Ohio
7024,2020-05-30 22:02:58+00:00,last day for free terps today is saturday may &amp; your last chance to get free strawberryor blueberry cbd terpene mg of hemp in ml dropper w/purchase,"Silver Spring, MD"
7025,2020-05-30 22:02:02+00:00,"it feels as if we've all been put into some evil time machine that only revisits the worst moments in human history: pandemic , depression , civil unrest , and no end in sight to the horrific fallout of these events on the american psyche. what else do have to endure",USA
7027,2020-05-30 22:01:47+00:00,no it's not. have died from the covid. that number grows daily. we are in a depression. our president wants a race war,"California, USA"
7028,2020-05-30 22:01:36+00:00,i finally cyced back out of my recurring depression and am coding again. praise the gourd! (no! follow the shoe!,"Portland, OR"
7029,2020-05-30 22:01:32+00:00,"i am a mess. like, i have anxiety moments when i feel myself cracking open. i've battled anxiety and depression my whole life but this is new. and bad","Chicago, IL"
7030,2020-05-30 22:01:00+00:00,were you aware that many illnesses begin in our gut and is a direct reflection of our eating and movement habits?,"Arizona, USA"
7032,2020-05-30 22:00:33+00:00,"tennessees healthcare workers and first responders have a new resource to reach out to about feelings of stress, anxiety, sadness, or depression related to work. the covid-19 emotional support line for healthcare workers is available to call at -642-7886.","Nashville, TN"
7033,2020-05-30 22:00:29+00:00,"an iconic great depression photograph--of a penniless mother and her children. must history repeat? millions of americans face , and as a result of the . they need help now.",USA
7035,2020-05-30 21:59:33+00:00,eatching ly in seoul because no-concert depression,CAN
7036,2020-05-30 21:59:29+00:00,charlie coyle in the pool with bodie single handedly just cured a tiny bit of my depressio,"Boston, MA"
7037,2020-05-30 21:59:23+00:00,its and the middle of a depression. does joe biden seem ready for his fdr moment?,SoCal and Hawaii
7038,2020-05-30 21:59:13+00:00,depression sticks,"California, USA"
7039,2020-05-30 21:57:30+00:00,"for anyone struggling rn remember your depression is from the past, your anxiety stems for what has yet to come, the present moment is all we have!! focus on the now, do what u need to do now to progress n watch the troubles deplet","Los Angeles, CA"
7040,2020-05-30 21:57:29+00:00,dumb. my grandparents lived through two world wars and the great depression. this is laughable,"Virgin Islands, USA"
7041,2020-05-30 21:57:26+00:00,"it's like he doesn't know how not to be used as a tool of incredible irony. celebrating space travel, while a pandemic and an economic depression happen, and half of the country is about to take up arms in the street. at least we know where the priorities lie for this admin.",North Carolina
7042,2020-05-30 21:57:08+00:00,"the connection between debt and depression, with melanie lockert via","New Berlin, IL"
7043,2020-05-30 21:57:08+00:00,just talked to my pops since he got back from florida man and he goin through depression rn. this shit eatin me alive,"Kansas City, MO"
7044,2020-05-30 21:56:29+00:00,"black people are being killed by white supremacy and policemen. is responsible for the death of in three months. million unemployed, million infected, worst economic depression in a century. and you are looking at the stars !","Berkeley, California"
7045,2020-05-30 21:56:01+00:00,"be ready for the summer! we already have the third tropical depression going on, and we aren't even into hurricane season, yet! it's going to be very active this season! posted via webtalk","Windermere, FL"
7046,2020-05-30 21:55:15+00:00,"senator mcconnell, you have demonstrated yet again why no one likes you. you were poor. now you are limiting access to funds that could help prevent another depression. do the right thing. your job is literally at stake","Discord, here, COSO. #resist"
7047,2020-05-30 21:54:51+00:00,"i dont like when people around me get angry, especially about something i care about. its painful. i dont know why i cant seem to get angry with them. at the very least when you get angry you can use that as motivation. depression demotivates","SLC, USA"
7048,2020-05-30 21:54:17+00:00,can americas middle class be saved from a new depression? i'm a roosevelt democrat -- eleanor roosevelt -- and i approve this message. green new deal,"North Carolina, USA"
7049,2020-05-30 21:53:45+00:00,"thank you for sharing your struggles! i struggled for years with depression, but i'm proud to say i am here and i'm alive! good luck with your marathon","Twin Falls, ID"
7050,2020-05-30 21:52:44+00:00,niggas love throwing my depression in my face &amp; i aint even depressed ..,"Fort Lauderdale, FL"
7051,2020-05-30 21:51:43+00:00,"in my opinion, lots of things. but being problem oriented will only bring you stress, anxiety and depression. we need to pave the way for peace of were just as bad as the cops","Santa Barbara, CA"
7052,2020-05-30 21:51:28+00:00,lol cops need to give yall what yall want and give yall room to destroy yall economy. nothing like a good ole great depression while help yall realize yall mistakes,"Plano, TX"
7053,2020-05-30 21:50:23+00:00,has there ever been a time when we faced a global pandemic while at the same time having massive protests against police brutality? add to that the economic depression we are i,"Riverside, CA"
7055,2020-05-30 21:49:41+00:00,"this takes my breath away. the depression, wars,gas lines,kids....and here they are just happy to be together once again. do we even know this kind of pure devotion. fighting in the streets as so much love pours ou","Womelsdorf, PA"
7056,2020-05-30 21:49:38+00:00,our cone for . system should stay a depression and track into guatemala tonight. life threatening flash floods and mudslides are likely.,"San Antonio, TX"
7057,2020-05-30 21:49:17+00:00,"'bold unflinching tales of the south, the supernatural, modern christianity, depression, vision quests, healing &amp; miracles. inspiring tales of love &amp; maturity in a post modern america.' a epic story by wboonehedgepeth. iartg spirituality",United States 
7058,2020-05-30 21:49:05+00:00,"rent for millions of americans are due monday, during a pandemic. unemployment is nearing great depression levels. yall really surprised people are looting","Titletown, CA"
7059,2020-05-30 21:49:00+00:00,...but i am a good guy...even though i am not a real adult person...only yo but still not grown up..,USA
7060,2020-05-30 21:48:38+00:00,"but, i think its important to note that in the s, there was no looming great depression or a raging global pandemic that was in the process of killing thousands of americans a day. we werent at % unemployment. different circumstances entirely","New York, USA"
7061,2020-05-30 21:47:40+00:00,"didnt like how he dismissed her.would be hard to have another betray him but he was already betrayed by diana. he called her a backstabber and wasnt happy to see her in his office. this whole arc was mess. what depression in s7 he was fine,brain issue invented in s8",Township of Washington USA
7062,2020-05-30 21:47:36+00:00,thats your depression talking. stop lying to yourself. please speak to your doctor about this,Louisiana
7063,2020-05-30 21:47:07+00:00,...i can't believe how my development stopped at a young age...i just don't feel like an adult....it probably won't change too much..,USA
7064,2020-05-30 21:47:00+00:00,"please take a minute to review and rate the depression files. it would greatly help me out if you took a minute to do so. if you go to the show on itunes, &amp; simply click on ""ratings and reviews"". thank you for supporting me in this way! pls retweet","Minneapolis, MN"
7065,2020-05-30 21:45:13+00:00,"newly-formed tropical depression -e will not move very much over the next several days. the main threat is heavy rainfall across honduras, guatemala, el salvador, and southeastern mexico. widespread flooding and mudslides and mountainous areas are likely.","Nashua, NH"
7066,2020-05-30 21:45:07+00:00,diverting attention from the tragedy of covid19 deaths and another great depression are the only goals. division for political gain. attacking mayors and governors at the worst possible time is unconscionable. who would do that? i long for jeb bush and mitt romney,Arizona 
7067,2020-05-30 21:45:02+00:00,setting with disorder. new. || ==,Texas
7069,2020-05-30 21:44:34+00:00,"so hard to deal with. i suffer with anxiety and depression, so i completely understand how difficult it is for yo","Boca Raton, FL"
7070,2020-05-30 21:44:11+00:00,"so i don't knows if the aggressive angry bored-but-i-know nothing-is-going-to-entertain-me mood is depression or just a stress thing, but it's starting to wear thi","Valencia, CA"
7071,2020-05-30 21:43:13+00:00,"pandemic, depression, division, democratic institutions attacked, environmental protection rolled back and a russia asset in the wh. im going with no. !","California, USA"
